real_rho,nn,ldhat
0.0063340255903,0.0089076109662,0.0071
0.0631679178415,0.062045099761,0.06555
0.0633094154745,0.0429708271988,0.0324
0.0064109188301,0.0058155491417,0.0108
0.0642646634255,0.0592922048345,0.05835
0.0064989843927,0.00962432030425,0.0086
0.0648072915545,0.0458414595281,0.04725
0.0649247058005,0.0299037302373,0.04605
0.0649786587015,0.0309414699003,0.06035
0.00650179276535,0.00605165692055,0.0062
0.0065196192548,0.0087435226018,0.00725
0.00654828966415,0.00570074444275,0.00845
0.0650156166115,0.0345995502375,0.0616
0.0065540004968,0.00461776838302,0.0047
0.0065938098327,0.0064642312382,0.0064
0.0066293617831,0.00557301430425,0.0055
0.0663197801885,0.0357185967571,0.05435
0.0663978459645,0.0512928219545,0.0722
0.00671473342625,0.00817033042745,0.0077
0.0067473390317,0.00369731269295,0.0058
0.067918864201,0.053399435095,0.0656
0.0068018814361,0.00468628920141,0.00795
0.0068266842242,0.0082092896628,0.00575
0.0068708940464,0.00333572847486,0.00895
0.00687883779925,0.00560741467225,0.00705
0.0687070452925,0.0484681488089,0.06685
0.0693729925775,0.0498737669251,0.06365
0.0069751065749,0.00722918384265,0.0072
0.0695947156515,0.0431753372401,0.0459
0.007041426734,0.00908878233135,0.01075
0.0071056002131,0.0092667408179,0.01
0.00715809870335,0.00915443591035,0.00675
0.0721141939315,0.0374982787746,0.0577
0.07257140451,0.089998185833,0.0651
0.0729063007765,0.0373821191167,0.05775
0.00731931005185,0.00686497915985,0.0088
0.00734002335015,0.00915010640785,0.01195
0.00738566724875,0.00977603920545,0.00935
0.07353456752,0.050957948116,0.0754
0.0737988960775,0.0251660736887,0.05615
0.0074022150249,0.00683810978145,0.00715
0.0074379878783,0.0088957829579,0.0105
0.0740438581435,0.0399885079914,0.0384
0.074174488359,0.067752128293,0.06405
0.074274141044,0.052950639503,0.0644
0.0743313212385,0.0313852891877,0.05075
0.0743380584155,0.0420609018641,0.0471
0.0748012840005,0.0454609537412,0.07085
0.0748034862685,0.0356284711007,0.0484
0.074881201935,0.0284049113266,0.07195
0.00750052031195,0.00948281890505,0.0088
0.00754309626975,0.00789651376335,0.0091
0.075061589251,0.0450411901565,0.0662
0.0075928891558,0.0077369603546,0.0066
0.075503672869,0.0402478886927,0.05835
0.0756772564515,0.030493466671,0.07695
0.0758172132395,0.0416137857071,0.0538
0.0762861466505,0.058192015673,0.0658
0.076346743181,0.0291759452486,0.03715
0.00769248133375,0.00694329142845,0.0062
0.0077148287995,0.0081471175018,0.0072
0.0077381206361,0.0057861208572,0.0081
0.0077413651544,0.0118541114328,0.0103
0.077263184699,0.0379181366747,0.07165
0.0778003324675,0.0512997441275,0.0765
0.0779156587305,0.0451164342712,0.06445
0.0779279733715,0.0317301231333,0.06565
0.00782540962235,0.0071758624037,0.01215
0.00783279493495,0.0085340952874,0.0113
0.00784784485265,0.00585077485415,0.00735
0.0783959859525,0.0564626246705,0.05745
0.0078889784572,0.0113389496823,0.01225
0.0078941281881,0.0066792546571,0.0079
0.078933556403,0.0272328727084,0.0529
0.00791097209625,0.0152703579592,0.009
0.0079267636317,0.00457308762714,0.0069
0.0079444758668,0.0080624317864,0.0075
0.079108750843,0.0496961969302,0.0698
0.079232288164,0.045888655337,0.06565
0.00797818414725,0.00459053989421,0.00665
0.079697588048,0.0469212863602,0.05855
0.0008017088893,0.00080400858326,0.00035
0.00080316563075,0.00100771662984,0.0008
0.000803244659415,0.000943397051155,0.00075
0.00080646806566,0.00088438068746,0.00135
0.00080716570628,0.000571016309225,0.00045
0.00080763943614,0.00126103482856,0.00095
0.000817354504305,0.00121689272388,0.00135
0.00082124609662,0.0011419739454,0.001
0.00082231534066,0.00099749358866,0.0007
0.000828066512475,0.0015357641435,0.00205
0.000833773476135,0.00094744036679,0.00085
0.000837490943525,0.000744187445055,0.0007
0.000844159788265,0.00077806289517,0.00125
0.000845571746205,0.00106229699846,0.0012
0.00084759747222,0.00132826264484,0.00075
0.00800617092205,0.00775887608615,0.0064
0.0080147124006,0.0123840037387,0.0086
0.00806098674855,0.00892919196545,0.00875
0.00807111671175,0.00838283455045,0.00835
0.0081177698232,0.0135475647921,0.01075
0.00813375519275,0.0060252196548,0.00945
0.00818389313845,0.00670705716685,0.00575
0.00820675058995,0.00582176457065,0.00985
0.00836657268705,0.0075835012205,0.00785
0.0083799852967,0.00752731490685,0.00855
0.0084207123493,0.0106802240857,0.0079
0.00849251495005,0.00954488702925,0.00855
0.00085423515483,0.0013857690255,0.00175
0.000854452301375,0.00102131878244,0.00075
0.000862085287135,0.00109751521376,0.00055
0.000864299472145,0.00095725220978,0.00065
0.000868983229975,0.00084651347513,0.00115
0.000869451739005,0.00218907093555,0.0008
0.00087286198051,0.00083766303538,0.00095
0.00087651328189,0.00077695881357,0.00065
0.00087694506691,0.00088043192801,0.0007
0.00087896608213,0.00079057755834,0.00045
0.000891955161395,0.00196350646367,0.00075
0.0085498922811,0.0184115504336,0.01465
0.00855510738395,0.00504518286155,0.00465
0.0085777721659,0.00609916677785,0.00635
0.0085927820226,0.00887499734315,0.0087
0.00866485943455,0.0069212143632,0.0063
0.0087658774787,0.0068949463632,0.0096
0.00889188337105,0.0137846374374,0.0086
0.00891573266445,0.0122749359408,0.00915
0.0089278571028,0.0215525541267,0.00715
0.00899393880235,0.0108282768386,0.009
0.00090106035247,0.000992233705875,0.00065
0.00090188359197,0.00118670368402,0.00055
0.00090487572246,0.00110705656834,0.001
0.000907183939885,0.00081583033216,0.0008
0.00091009834856,0.00099877257691,0.00065
0.00091043187418,0.00090448154474,0.0007
0.00091048070146,0.00078135829511,0.0004
0.00091143702327,0.000938038681855,0.00145
0.000913706624995,0.00101238457619,0.00035
0.00091769549681,0.000907138955155,0.00065
0.000919515232335,0.00089797906809,0.00135
0.00092407005481,0.000794697491415,0.0007
0.00092483766921,0.000756874202825,0.0007
0.000926376893405,0.00135654282868,0.0012
0.00093707964815,0.00208347778296,0.0009
0.009019543411,0.00833480931755,0.00965
0.00905131094925,0.0050895190635,0.0074
0.00916962899595,0.0089822424216,0.01125
0.0092017546652,0.0074903553569,0.01155
0.00922941373965,0.0109555971626,0.00835
0.0092478310716,0.013071931135,0.0085
0.00934317680555,0.0152820291589,0.0116
0.0093544192555,0.00821490447765,0.0104
0.00937748478125,0.00990014504495,0.00885
0.00939577797195,0.0073555645205,0.0092
0.0094427693436,0.0078311283667,0.00525
0.00945336289615,0.0083414016386,0.01115
0.00095201000425,0.00113376314809,0.00055
0.00097357509653,0.00146045213463,0.00065
0.000983735559575,0.00134632248234,0.00065
0.000985538144745,0.00204128779981,0.0019
0.0009888250222,0.00116595670834,0.0006
0.000994471821095,0.00120873101252,0.00105
0.00099849028576,0.00142603095882,0.00135
0.00952108127635,0.0088052161911,0.00785
0.00954365569045,0.00952050276045,0.01095
0.00960601993815,0.0105106072466,0.0082
0.00964936570325,0.0106909713254,0.012
0.00974197461895,0.0177567104738,0.01145
0.00983600688115,0.0069314658485,0.00845
0.0098700612903,0.0125219997316,0.01065
0.0099704071927,0.006530658257,0.0109
0.0099731333693,0.00598034653395,0.0105
0.00997544169785,0.0105701569359,0.0089
0.00999369570615,0.00597443533275,0.0083
0.00100439966829,0.00135141236122,0.0022
0.00100669882757,0.000705059584125,0.00045
0.0010096982583,0.00091677765739,0.0005
0.00101590654271,0.00102851586828,0.0009
0.00101656290867,0.00095354285738,0.00085
0.00101955108035,0.00084661398972,0.0009
0.00103551262271,0.00078463229515,0.0019
0.00104984067305,0.00319555405432,0.00185
0.0100235162637,0.00932769375005,0.0131
0.0100720456949,0.0080086023319,0.0082
0.0101366646167,0.00949030763485,0.0103
0.0101550111078,0.00985289216215,0.01065
0.0101576120392,0.0114186467162,0.0096
0.0101647528538,0.0122997769164,0.0131
0.0101667576533,0.0131330152378,0.0132
0.0102159784709,0.00647129674595,0.00855
0.0102197270425,0.007105009001,0.0109
0.0102808200507,0.0122296708976,0.0148
0.0103477195084,0.00901383057725,0.01275
0.0103536552477,0.0180413204433,0.01
0.0104301230549,0.0188389735466,0.0097
0.0104508358246,0.0057665031607,0.0066
0.00105120663252,0.00136475915809,0.00125
0.00105127971816,0.00105778974647,0.0012
0.00105483377565,0.00179959028775,0.00185
0.00105527435311,0.00110314473643,0.00085
0.0010573167316,0.00087462882662,0.00135
0.00107770724605,0.0013746918438,0.00165
0.0106319093177,0.0101650606279,0.017
0.0107047910101,0.00699591115695,0.0068
0.010724881419,0.0118932997122,0.0121
0.0107398643402,0.0053304863121,0.0075
0.010888006012,0.0082985343903,0.01615
0.0109564499833,0.0117168700172,0.00965
0.0109943511111,0.0179344883265,0.01055
0.00110129282139,0.00216076033155,0.00185
0.00110480512066,0.00150399813663,0.0016
0.00110988113928,0.00178216139385,0.00095
0.00111688499228,0.00127161751561,0.00115
0.00111753421201,0.00138141469223,0.0018
0.00111891236188,0.00160506573791,0.00105
0.00114290833249,0.00115991648884,0.00095
0.0110500011344,0.0154759458193,0.01555
0.0111035513424,0.007175623529,0.011
0.0111051645361,0.0194821850107,0.0175
0.0112928024384,0.0269556281436,0.01515
0.0113404346341,0.0171681779243,0.01245
0.0113685875624,0.00633694871025,0.0107
0.00115274956819,0.00106639369007,0.0012
0.00115482995516,0.0014202331589,0.0016
0.00115497443676,0.00096702420899,0.001
0.00115537996372,0.00164421644368,0.0028
0.00115658015645,0.00446405833001,0.0016
0.00116039056174,0.00153338049733,0.0016
0.00116318785128,0.00164195981,0.0012
0.0011641313767,0.00206854392756,0.0011
0.00117065963996,0.00160042426972,0.00205
0.00118970789684,0.00114800872313,0.00095
0.00119118663861,0.00129751945918,0.0014
0.00119146971181,0.00185042571466,0.0014
0.0116112899881,0.0110616826473,0.0123
0.0116550279759,0.00612271192915,0.00825
0.0116670101358,0.0144972476577,0.02115
0.0116687626076,0.0129205179748,0.0095
0.0117193504036,0.0168143191243,0.01095
0.0117564150566,0.0128396550321,0.00855
0.0117755435558,0.0209329861927,0.01665
0.0118314290254,0.00850690111705,0.01065
0.0118878597704,0.00359606955718,0.0187
0.0119671226226,0.0159324404927,0.0088
0.00121220745896,0.00113036342827,0.0016
0.0012155849712,0.00093623280481,0.00075
0.00121725789029,0.0021125837575,0.00125
0.00123168493133,0.00175763020936,0.00135
0.00123193084508,0.00072555777637,0.0009
0.0012325688206,0.00119656857441,0.0013
0.00123535997761,0.0010439420216,0.00145
0.0120253284813,0.011894582883,0.00875
0.0122197785531,0.0220339176471,0.0175
0.01225946716,0.0146595239107,0.01315
0.00125218016176,0.00101794602571,0.00095
0.00127052418503,0.00120888563309,0.0019
0.00129725744917,0.0010426895863,0.0009
0.00129761099515,0.00144099240121,0.00165
0.0125143777154,0.0231289882616,0.0185
0.0125159363796,0.00966109910525,0.01215
0.0126112699631,0.0259339222558,0.0163
0.0126439234638,0.0118925086107,0.0145
0.0127738457944,0.0156601298294,0.0131
0.0128364701408,0.0131387057787,0.01205
0.0128804207258,0.011771786212,0.00975
0.0129215852019,0.00623729309105,0.0085
0.0129310699662,0.0257008425196,0.0106
0.0129809213688,0.0138184938861,0.01905
0.00130992255879,0.000915754742495,0.0006
0.00131101939352,0.00120424555953,0.0017
0.00131395259435,0.00120958808707,0.00195
0.00131830295972,0.00089939095518,0.00085
0.00131846092689,0.00209677879092,0.00225
0.00131864323012,0.00122815367441,0.0025
0.00132030631169,0.0013731671679,0.0017
0.00133110334995,0.00138116769812,0.0016
0.00133573124862,0.00195128742619,0.002
0.00133879355052,0.00188231558179,0.00155
0.00134075066348,0.00132208969095,0.00085
0.00134853382894,0.00086567584471,0.00065
0.0131869130156,0.0166961844751,0.0139
0.0132418812772,0.0165320708029,0.0106
0.0132442588636,0.0112225995978,0.01585
0.0132493946491,0.021998226803,0.0139
0.0133093731355,0.0200276484422,0.0215
0.0133412002197,0.00665544882345,0.0113
0.0134514259214,0.0308835113558,0.01325
0.0013515567968,0.00177850484576,0.0015
0.00135494410763,0.0014689419538,0.00165
0.00135974350136,0.00150620915768,0.00155
0.00136700795277,0.00140770296676,0.0018
0.00136896765477,0.0013513527552,0.0018
0.00137062017945,0.00136126819358,0.0016
0.00137824125675,0.00257693931021,0.0017
0.00137826157791,0.00132091321779,0.0015
0.00139811317004,0.00151435485162,0.00125
0.0135446244036,0.00470463593639,0.00825
0.0135460903354,0.0112584519409,0.0124
0.0135607089025,0.0199784313927,0.01625
0.0137073111767,0.0239818265682,0.01085
0.0137888762268,0.0115295843552,0.0106
0.0138379978992,0.0235666288466,0.0162
0.00140014674256,0.00126110894198,0.0008
0.00140746504475,0.0014507502541,0.00135
0.00142752522037,0.00195502185242,0.0022
0.00143312363012,0.0010909525236,0.0015
0.00144321261771,0.00161561065446,0.0018
0.00144906143079,0.00179112845569,0.00145
0.0142416064708,0.0290442239064,0.0152
0.0142505539084,0.0206916869962,0.011
0.0142655552823,0.0164094625851,0.018
0.0144732977228,0.0132297230259,0.0114
0.00145241173469,0.00294161791075,0.0011
0.00145661164385,0.00168112100139,0.00095
0.00146816847086,0.00170794842738,0.0018
0.00148081629415,0.00221206905581,0.00265
0.00148417747628,0.0016538675665,0.0026
0.00148625676332,0.0010980130192,0.00095
0.014521021959,0.00625931878935,0.01755
0.0145557051662,0.0111696129057,0.01415
0.0145565162216,0.0126383315059,0.0142
0.0146014659817,0.0155701187995,0.01135
0.0146400786661,0.00983370452535,0.01385
0.014780882828,0.017682027632,0.01475
0.0015002476036,0.00154212971744,0.0011
0.00150357855206,0.00135067842375,0.00135
0.00150824671614,0.00115350404038,0.0009
0.00151700609878,0.00120002621223,0.0021
0.00152197003892,0.00153484445529,0.0011
0.00153219312949,0.00162020789628,0.0019
0.00154342673264,0.00158854411155,0.0018
0.0152090986332,0.0218442541653,0.014
0.0152679468783,0.0207924248587,0.01315
0.0153302755915,0.0266048464168,0.01575
0.0154629333378,0.0265946708758,0.02895
0.0015550660905,0.00131204445545,0.00125
0.00157473062979,0.00188489558372,0.00165
0.00158168951347,0.00220408103439,0.00105
0.00158332258358,0.00190827213223,0.00175
0.00159235855136,0.00133642254684,0.0015
0.0157902723705,0.0229300462418,0.0202
0.0158103143077,0.0109924034132,0.01
0.0159929043683,0.0219660918919,0.01965
0.00163823192492,0.0017536390897,0.00175
0.0161041438854,0.0277508486943,0.01675
0.0163162008171,0.0199907862647,0.02325
0.0163288785904,0.0221055179463,0.016
0.0163434724731,0.0202039643971,0.0179
0.0164622702005,0.0163825210114,0.01925
0.0164652668264,0.0150858388365,0.0114
0.0164757950423,0.0238904092063,0.0232
0.0164791615959,0.0180816716383,0.01575
0.0164828480673,0.00943153071,0.01765
0.00165260899003,0.00222969095667,0.00195
0.00166770911208,0.0013795450579,0.00155
0.0165741067326,0.014134130968,0.018
0.016687510597,0.0187279159577,0.0146
0.0167370894005,0.0155808563427,0.0226
0.0168202587616,0.020388318483,0.0218
0.0168838238234,0.0123008443911,0.01695
0.0169186553512,0.012002739031,0.00685
0.0169916036128,0.0168856953599,0.0195
0.0017069892519,0.00277977043846,0.00295
0.00170925855711,0.00164290960412,0.0026
0.001714525911,0.00359201691205,0.00265
0.00173079574043,0.00147248259129,0.0013
0.00174685170551,0.00221818556062,0.00195
0.0170581153526,0.0214493786963,0.017
0.0170624932553,0.0315905569718,0.01575
0.0170999572725,0.0104613114004,0.0145
0.0171614916879,0.0279577708726,0.01565
0.0171617588538,0.0168533704749,0.0199
0.0172106334325,0.025575110265,0.0217
0.017231369493,0.0184721503745,0.02535
0.0172619276503,0.0220660149976,0.013
0.0173428076418,0.0220712765728,0.03225
0.0173895281839,0.0150170913301,0.01525
0.0174595294454,0.0238540229434,0.013
0.00175370243675,0.00263868530557,0.0024
0.00177730137545,0.00162460478348,0.00105
0.00178409950934,0.00156116258724,0.00285
0.0175957326024,0.0216034186927,0.0137
0.0176234466575,0.0100707753729,0.0166
0.0176821213467,0.0182554960572,0.0201
0.0177921834847,0.0269683657029,0.01665
0.0177957014045,0.00779291140865,0.0115
0.0178238124251,0.0234997347515,0.02075
0.017965056668,0.0274710291734,0.02705
0.00180332655574,0.00142747087259,0.0017
0.00181470401115,0.00154460963728,0.00215
0.00182490692313,0.00152205335291,0.002
0.00183066146766,0.00386602481785,0.00195
0.00183924774969,0.00247612669177,0.0027
0.00184573062241,0.00240998802949,0.0019
0.0183209400416,0.0098559417821,0.01355
0.0184243354265,0.0134267510966,0.0156
0.0184335135076,0.0212711028896,0.01965
0.00186395642165,0.00196676950811,0.00145
0.00186636313742,0.00199816533382,0.004
0.00189582922631,0.00119634521774,0.00115
0.0185723854981,0.0257334096623,0.01765
0.0185903401431,0.0232767001711,0.01705
0.0187289810955,0.0133196145404,0.0191
0.0187524780302,0.0307935207997,0.02285
0.00190264369491,0.00169550757802,0.0018
0.00190781442055,0.00113593121405,0.00145
0.00193130469706,0.0031123610422,0.0035
0.00193192695451,0.00229347366306,0.00325
0.0019352058533,0.00193825511343,0.00185
0.00194204258118,0.0011586191097,0.0008
0.00194499051109,0.00597104464855,0.0022
0.0190689914565,0.0340187191854,0.02475
0.0193732381647,0.02237010119,0.0291
0.0194231236892,0.0296439643129,0.0159
0.0195010652376,0.0236091559486,0.02365
0.0195687480786,0.0293102869634,0.01845
0.0195792255014,0.0183879010015,0.013
0.0196626986741,0.0316789150621,0.0184
0.0197723083868,0.0178138086735,0.01405
0.0198330033625,0.0266814478004,0.01325
0.0199703929246,0.0130678615005,0.01995
0.00200116387497,0.00188153755983,0.00145
0.00202983002317,0.0026638898015,0.0028
0.00203511490238,0.00130107786467,0.00185
0.0200951269564,0.0126905662325,0.0155
0.0201696441319,0.0337884808717,0.0187
0.0202563604254,0.0142887481177,0.0122
0.0204921820422,0.0205856449467,0.0187
0.0020659788284,0.00312301496205,0.00165
0.00209509628383,0.00137344187438,0.0016
0.0205466658112,0.0207020149334,0.0171
0.0205544428441,0.0272147572679,0.0173
0.0205778863961,0.0301927548168,0.0172
0.0206750850268,0.0199742925753,0.01385
0.00210045147098,0.00164653957689,0.0008
0.00212608371538,0.0017070967635,0.00195
0.00213440810214,0.00203412162102,0.00195
0.00213869136565,0.00231220542282,0.0035
0.0021481123391,0.00135861772994,0.00175
0.021027368658,0.0182373923215,0.0182
0.0210519822522,0.0162522740361,0.02225
0.0213104855827,0.0197017401923,0.0234
0.0213635597351,0.0241036448973,0.0219
0.02144840819,0.0333675427811,0.0344
0.00215312819395,0.00130553562939,0.0015
0.00215964050975,0.00105837576174,0.0011
0.00216007325447,0.00187194849477,0.00175
0.00216319235344,0.00153670838049,0.0016
0.00216804857681,0.00217446528296,0.0028
0.00216894787642,0.00306706262413,0.00195
0.0021766042948,0.00182435192869,0.0039
0.00219889864369,0.00661439942445,0.00235
0.0217839143283,0.0220151608643,0.02025
0.0218964778855,0.00888718095665,0.0154
0.00220051798683,0.00173166213593,0.0028
0.0221187500178,0.021283447786,0.0253
0.0221364794113,0.0185461837844,0.02725
0.022347663416,0.0187347175141,0.02155
0.00225270807129,0.00353757674205,0.00265
0.00227773679449,0.00370321159718,0.0026
0.00229547451661,0.00194451138002,0.00195
0.00229586217389,0.00164976904044,0.0028
0.0225280796517,0.0304983962711,0.0128
0.0227037573357,0.0198000894964,0.0214
0.0227213510108,0.021560890433,0.026
0.0227607169901,0.0139906819227,0.01715
0.0228100487357,0.0221711574818,0.01525
0.0228934852533,0.0420296859487,0.0244
0.0228951857827,0.0376125619162,0.01575
0.0229793004947,0.0374982787746,0.01405
0.0229990223007,0.0193885209018,0.0196
0.00230387847783,0.00204398993588,0.0015
0.00230886360538,0.00227983273954,0.0017
0.0023099236792,0.00323830851244,0.002
0.00233225914654,0.00720918548255,0.00285
0.0232521781396,0.0290470666277,0.0216
0.0234691984407,0.0288352205092,0.03135
0.00236724679793,0.00160311010889,0.0016
0.00239456807875,0.00227795173032,0.0019
0.0235878899994,0.0355298551453,0.022
0.0237484386087,0.0195327570167,0.0184
0.0237554706254,0.0133441610384,0.02275
0.0237752777465,0.0246603373703,0.0257
0.0239646333874,0.0187018268055,0.0252
0.00240416749954,0.00191279075156,0.00295
0.0024119875479,0.00207593357843,0.00275
0.00243670719481,0.00299867759452,0.0041
0.0240178796921,0.0169072091776,0.02165
0.024111691878,0.0237316838279,0.03165
0.0241174913857,0.0294261933289,0.0365
0.024328156616,0.0308020053575,0.0287
0.0243352747832,0.0132407642176,0.0261
0.00246793056396,0.00380975412797,0.0043
0.00248629315729,0.00280270919047,0.0023
0.00249335339735,0.00306197592123,0.0026
0.00249704164278,0.00194705337817,0.0022
0.0245090795882,0.0262492059591,0.03285
0.0245854281629,0.025864723507,0.0231
0.0246235069229,0.0468847753233,0.0252
0.0246324831302,0.0348331642358,0.03855
0.0247367098022,0.0243412471565,0.0191
0.0248339191892,0.0219960817901,0.0266
0.0248418795437,0.0311130464939,0.0189
0.0249170824581,0.0154499751697,0.0241
0.0249243840296,0.0304764554935,0.0242
0.0249711640197,0.0235962834387,0.0173
0.00250285495627,0.0041621103366,0.0038
0.00250997383903,0.00189042538503,0.00295
0.00251154072773,0.00518291896205,0.0035
0.00252939897778,0.00192725205656,0.0024
0.00253582442084,0.0058186264167,0.0029
0.0025667210117,0.00220552530178,0.00205
0.00257199022308,0.00237980742473,0.00365
0.00257217560858,0.00149988689642,0.00255
0.0255253979331,0.0147877400005,0.0259
0.0256091898231,0.0246106529453,0.02805
0.0256256964556,0.0185190452417,0.0257
0.0256900581014,0.012380413926,0.0173
0.0257892618099,0.0271388893248,0.03415
0.025970815177,0.0265070069967,0.02185
0.00262720209281,0.00221446183687,0.00215
0.00263193619415,0.00412087684692,0.00475
0.00263871821682,0.00186803980509,0.0023
0.00264111140295,0.00294777647111,0.00265
0.00264604859397,0.0026415083802,0.0019
0.0261820770363,0.0285137497262,0.0288
0.0262228488385,0.0388183759214,0.0378
0.0262305199949,0.0227028142514,0.0346
0.00266044286162,0.00492635842121,0.0024
0.00266127427695,0.00487950332414,0.0016
0.00267348982272,0.00253338936218,0.0045
0.0265917269433,0.0208293473537,0.01985
0.00273833682506,0.00552352078445,0.0053
0.00274696008671,0.00398962514498,0.0029
0.00274716453165,0.00368122358677,0.0037
0.0271457210169,0.0324244416088,0.0231
0.0271579956242,0.0239740288755,0.03655
0.0272550422846,0.0167790002524,0.02
0.0272842778017,0.0140929476192,0.03235
0.0274645173836,0.0278542753594,0.02855
0.00275701288739,0.00240972430899,0.00285
0.0027918165667,0.00222645055511,0.0023
0.0277121311168,0.0247634078374,0.0247
0.0278577303402,0.0339377088487,0.0223
0.0278629289976,0.014920828312,0.03885
0.0279104833639,0.0393344818115,0.0239
0.0279318796259,0.0170162165068,0.024
0.00280157492394,0.00219831525071,0.0039
0.00281397327388,0.00196744415715,0.0021
0.00282851011263,0.006205137806,0.006
0.00282909137786,0.00195885426038,0.0022
0.00283849285685,0.00240198615695,0.0024
0.0283748396606,0.0224529439812,0.03265
0.00286640346839,0.00393019017395,0.0029
0.00287822183001,0.0044962552487,0.0046
0.028575892971,0.0430524295171,0.0281
0.0287297397488,0.0356203512941,0.04345
0.0289903060509,0.0347618072073,0.02665
0.00290195888014,0.0032065412974,0.0023
0.00290986204312,0.00361781039312,0.00415
0.0291303711516,0.0284846173031,0.0511
0.0293051787009,0.0292332152022,0.0371
0.0293164769615,0.034044370813,0.05655
0.029354905271,0.0333713894591,0.02495
0.0293662098564,0.0314598805429,0.0234
0.0294501720749,0.0233975193912,0.03165
0.0294713522968,0.0314942558997,0.0229
0.00296179372494,0.00385526235798,0.0034
0.00298073398358,0.00253894869424,0.0025
0.00299021705078,0.00369239439753,0.00415
0.0029987044687,0.00286802931224,0.00255
0.0298957839571,0.0248339642206,0.0404
0.029896237699,0.0264980913109,0.03095
0.0299474502741,0.0266646972571,0.0255
0.0299708280244,0.0335946444554,0.0365
0.0030006193191,0.0055367515913,0.0022
0.00300616673699,0.00207038183648,0.00225
0.00302783565018,0.00240992884787,0.00215
